DATE,peak_demand,day_of_week,year,is_weekend,feelslike,precip,windspeed,winddir,sea level pressure,visibility,solarenergy,uvindex,moonphase,lagging_average,previous_difference,relative_humidity,month_cyclic,windchill
2019-02-06 00:00:00,4132,2,2019,FALSE,18.6,1,21.8,115.2,1012.4,1.7,13.8,7,0.05,4227.857143,-6,83.76923143,0.866025404,18.13834958
2019-02-07 00:00:00,4096,3,2019,FALSE,16.4,1,33.2,114.4,1010.3,2,7.4,4,0.08,4209.714286,-36,93.21117821,0.866025404,14.78789947
2019-02-08 00:00:00,4318,4,2019,FALSE,13.9,0,17.7,283,1016.4,2.4,15.4,7,0.11,4205.285714,222,76.31185985,0.866025404,12.48044605
2019-02-09 00:00:00,4022,5,2019,TRUE,13.1,0,18,280.1,1018.9,2.6,18.4,8,0.15,4186.285714,-296,73.73970782,0.866025404,12.08012195
2019-02-10 00:00:00,4023,6,2019,TRUE,13.7,0,22.4,275,1020.2,1.9,15.2,7,0.18,4134.428571,1,74.75723046,0.866025404,11.8694607
2019-02-11 00:00:00,4033,0,2019,FALSE,15.2,0,11.2,291.1,1020.5,2,15.3,7,0.22,4108.857143,10,71.591812,0.866025404,14.70220588
2019-02-12 00:00:00,4086,1,2019,FALSE,16.7,0,7.6,10.2,1020.5,1.4,15.8,7,0.25,4101.428571,53,77.26366877,0.866025404,16.93031043
2019-02-13 00:00:00,4007,2,2019,FALSE,18.3,0,11.6,100.6,1019.6,1.8,17,8,0.25,4083.571429,-79,71.22769794,0.866025404,18.40393305
2019-02-14 00:00:00,3959,3,2019,FALSE,17.4,1,18.4,107.9,1015.2,1.5,9,4,0.32,4064,-48,85.8150286,0.866025404,16.8094127
2019-02-15 00:00:00,4105,4,2019,FALSE,16.7,1,15.6,277.8,1015.5,1.7,11.7,5,0.35,4033.571429,146,85.19082969,0.866025404,16.12931613
2019-02-16 00:00:00,3905,5,2019,TRUE,15.3,0,16.6,282,1017.3,1.2,11.1,5,0.39,4016.857143,-200,90.77034442,0.866025404,14.31544884
2019-02-17 00:00:00,4071,6,2019,TRUE,15.5,0,20.3,268.6,1014.2,1.4,18.3,7,0.42,4023.714286,166,81.24997784,0.866025404,14.29611394
2019-02-18 00:00:00,3839,0,2019,FALSE,18.1,1,21.3,131.9,1009.4,2.1,13.6,7,0.45,3996,-232,69.80462114,0.866025404,17.52842946
2019-02-19 00:00:00,3909,1,2019,FALSE,18.4,0,12,109.4,1012.5,2,17.5,7,0.5,3970.714286,70,77.52445171,0.866025404,18.49197043
2019-02-20 00:00:00,3955,2,2019,FALSE,18.1,1,11.4,84.4,1017.4,2,7.5,3,0.52,3963.285714,46,86.99095319,0.866025404,18.1795029
2019-02-21 00:00:00,3881,3,2019,FALSE,21.1,0,15.4,103.2,1016.1,3.2,17.3,7,0.55,3952.142857,-74,69.91091867,0.866025404,21.45764064
2019-02-22 00:00:00,3907,4,2019,FALSE,18.7,0,24.5,289.2,1016.8,2.3,18.5,8,0.59,3923.857143,26,77.57003152,0.866025404,18.14328788
2019-02-23 00:00:00,3657,5,2019,TRUE,16.3,0,29.4,284.7,1015.3,3.2,20.1,8,0.62,3888.428571,-250,64.5523169,0.866025404,14.95209308
2019-02-24 00:00:00,3747,6,2019,TRUE,17.1,0,16.6,270.6,1012,2.8,20.1,8,0.65,3842.142857,90,61.74713586,0.866025404,16.55289869
2019-02-25 00:00:00,3688,0,2019,FALSE,17.2,1,22.3,71.5,1011.1,2.7,16.8,8,0.69,3820.571429,-59,61.77034915,0.866025404,16.33225106
2019-02-26 00:00:00,3760,1,2019,FALSE,15.7,1,24.1,86.1,1011.3,3,16.7,7,0.75,3799.285714,72,66.1551757,0.866025404,14.3169563
2019-02-27 00:00:00,3957,2,2019,FALSE,15,0,14.8,340.8,1011.5,3.2,17.2,7,0.75,3799.571429,197,70.12977151,0.866025404,14.09720996
2019-02-28 00:00:00,3911,3,2019,FALSE,15,0,23.5,297.3,1015.3,2.8,20.3,8,0.79,3803.857143,-46,66.90262535,0.866025404,13.45641714
2019-03-01 00:00:00,4016,4,2019,FALSE,16.2,0,16.6,286.3,1015.8,2.9,20.8,8,0.82,3819.428571,105,58.31527577,1,15.55847654
2019-03-02 00:00:00,3744,5,2019,TRUE,15.6,1,18.4,73.1,1015.9,2,9.3,4,0.85,3831.857143,-272,80.7311582,1,14.55338256
2019-03-03 00:00:00,3844,6,2019,TRUE,16.6,1,18.4,118.5,1012.6,2.3,13.8,6,0.89,3845.714286,100,84.08286746,1,15.80673264
2019-03-04 00:00:00,3986,0,2019,FALSE,18.2,0,15.4,287.4,1009.8,1.9,18.3,7,0.92,3888.285714,142,79.01185278,1,17.9979313
2019-03-05 00:00:00,3735,1,2019,FALSE,17.7,0,18,280.8,1010.8,2.5,19.6,8,0.95,3884.714286,-251,69.72677025,1,17.20976315
2019-03-06 00:00:00,3835,2,2019,FALSE,17.7,0,16.2,281.2,1011.9,2.9,21.7,9,0,3867.285714,100,62.30039742,1,17.32528654
2019-03-07 00:00:00,3661,3,2019,FALSE,18.7,0,15.9,276.5,1012.3,2.8,21.6,9,0.02,3831.571429,-174,57.34987196,1,18.58433706
2019-03-08 00:00:00,3839,4,2019,FALSE,19.8,0,14.4,1.9,1013.8,3,20.6,9,0.06,3806.285714,178,60.34963435,1,20.03314866
2019-03-09 00:00:00,3498,5,2019,TRUE,20.1,0,14.8,304.5,1013.9,3.5,20.3,9,0.09,3771.142857,-341,58.07755936,1,20.37897213
2019-03-10 00:00:00,3498,6,2019,TRUE,19.6,0,16.6,282.5,1014.2,3.6,22.6,9,0.13,3721.714286,0,53.14431903,1,19.66046793
2019-03-11 00:00:00,3564,0,2019,FALSE,21.4,1,23.8,131,1013.4,3.4,17.9,8,0.16,3661.428571,66,57.63375163,1,21.62957538
2019-03-12 00:00:00,3479,1,2019,FALSE,21.1,0,14.8,334.6,1015.6,3.2,20.2,8,0.19,3624.857143,-85,58.32052662,1,21.61069021
2019-03-13 00:00:00,3584,2,2019,FALSE,20.1,0,11.2,339.8,1015.9,3.3,13.4,5,0.23,3589,105,60.42020359,1,20.60721427
2019-03-14 00:00:00,3630,3,2019,FALSE,18,1,18.4,324.5,1016.8,2.7,16.8,7,0.25,3584.571429,46,71.63905083,1,17.56142275
2019-03-15 00:00:00,3776,4,2019,FALSE,18.6,0,13,291.6,1018.2,2.5,22.9,9,0.3,3575.571429,146,68.54306714,1,18.65765263
2019-03-16 00:00:00,3461,5,2019,TRUE,19.6,0,14.8,283.6,1016.6,3.1,22.2,9,0.33,3570.285714,-315,63.14629661,1,19.7631131
2019-03-17 00:00:00,3418,6,2019,TRUE,21.1,0,14.8,279.2,1014.6,3.2,23.1,9,0.37,3558.857143,-43,57.18359607,1,21.61069021
2019-03-18 00:00:00,3550,0,2019,FALSE,21.1,0,16.6,284.7,1014.1,2.9,22.9,9,0.4,3556.857143,132,59.08949519,1,21.52500947
2019-03-19 00:00:00,3507,1,2019,FALSE,22.6,0,11.2,264.9,1010.5,2.7,22.4,9,0.44,3560.857143,-43,55.73375106,1,23.74048402
2019-03-20 00:00:00,3527,2,2019,FALSE,25.6,0,16.1,145,1008.7,2.9,20.7,8,0.47,3552.714286,20,49.3560609,1,27.25196557
2019-03-21 00:00:00,2356,3,2019,FALSE,24.7,0,16.6,341.1,1012.1,3.1,21.5,9,0.5,3370.714286,-1171,47.93240199,1,26.49712026
2019-03-22 00:00:00,3095,4,2019,FALSE,23.2,0,24.3,291.1,1014.4,3.8,24.3,9,0.54,3273.428571,739,42.9969266,1,24.30602824
2019-03-23 00:00:00,3142,5,2019,TRUE,23,0,22.3,281,1013.6,3.6,24.2,9,0.57,3227.857143,47,47.73320317,1,23.97076909
2019-03-24 00:00:00,3152,6,2019,TRUE,23.8,0,15.1,292.3,1012,3.5,22.6,9,0.6,3189.857143,10,49.54785434,1,25.1734964
2019-03-25 00:00:00,3361,0,2019,FALSE,22.9,0,14.8,291.8,1012.3,3.4,19.4,9,0.64,3162.857143,209,58.39871797,1,23.95095454
2019-03-26 00:00:00,3402,1,2019,FALSE,23.1,0,22.4,280.8,1013.5,3.3,24.2,9,0.67,3147.857143,41,56.22183331,1,23.96821387
2019-03-27 00:00:00,3516,2,2019,FALSE,24.3,0,18,281.7,1014.3,3.5,22.8,9,0.7,3146.285714,114,48.7442991,1,25.84257396
2019-03-28 00:00:00,3512,3,2019,FALSE,26.4,0,9.7,271.9,1012,3.2,23.9,9,0.75,3311.428571,-4,51.46039009,1,28.11039341
2019-03-29 00:00:00,3749,4,2019,FALSE,28.7,0,13.5,280.1,1008.9,3.5,22.9,9,0.77,3404.857143,237,49.17506433,1,30.8492522
2019-03-30 00:00:00,3646,5,2019,TRUE,30.5,1,18,29.5,1007.8,3.2,21.8,9,0.8,3476.857143,-103,45.69750534,1,32.84891316
2019-03-31 00:00:00,3330,6,2019,TRUE,27.7,0,23.2,286.1,1008.9,3.7,25.3,9,0.83,3502.285714,-316,38.45386544,1,30.58967633
2019-04-01 00:00:00,3565,0,2019,FALSE,25.9,0,21.1,277.7,1009.1,3.7,25.7,10,0.87,3531.428571,235,38.45617058,0.866025404,28.31118091
2019-04-02 00:00:00,3662,1,2019,FALSE,26.5,0,14.2,284.6,1009.7,3.9,25.6,10,0.9,3568.571429,97,38.59641918,0.866025404,29.00734531
2019-04-03 00:00:00,3762,2,2019,FALSE,27.5,0,15.4,273.5,1008.7,3.7,25.3,9,0.93,3603.714286,100,39.33205997,0.866025404,29.98335293
2019-04-04 00:00:00,4086,3,2019,FALSE,29.8,0,14.1,250.1,1009.3,3.6,24.9,9,0.96,3685.714286,324,40.89967494,0.866025404,32.32134035
2019-04-05 00:00:00,4255,4,2019,FALSE,30.8,0,23,270.5,1008.2,3.4,23.6,9,0,3758,169,39.87975683,0.866025404,33.6530865
2019-04-06 00:00:00,3949,5,2019,TRUE,32,0,11.4,325,1006.9,3.6,23,9,0.03,3801.285714,-306,36.27777397,0.866025404,34.83277462
2019-04-07 00:00:00,3951,6,2019,TRUE,32.3,1,32.5,109,1006.1,2.5,20.1,9,0.07,3890,2,54.39920893,0.866025404,32.68134843
2019-04-08 00:00:00,4229,0,2019,FALSE,28.4,0,17.2,61.1,1007.2,2.8,24,9,0.1,3984.857143,278,50.92200555,0.866025404,30.09950717
2019-04-09 00:00:00,4267,1,2019,FALSE,29.9,0,11.2,60.7,1006.8,3.5,25.1,9,0.14,4071.285714,38,46.41150115,0.866025404,32.05569991
2019-04-10 00:00:00,4404,2,2019,FALSE,31.4,0,15.5,299.5,1008,3.5,24.3,9,0.17,4163,137,40.78967862,0.866025404,34.18609827
2019-04-11 00:00:00,4661,3,2019,FALSE,31.9,0,15.3,314.6,1007.8,4,24.4,9,0.21,4245.142857,257,35.84162126,0.866025404,35.04722919
2019-04-12 00:00:00,4582,4,2019,FALSE,30.9,1,17.8,345.7,1008.4,3.8,24.1,9,0.24,4291.857143,-79,40.85784721,0.866025404,33.34720212
2019-04-13 00:00:00,4179,5,2019,TRUE,31.1,0,25.4,326.7,1008.9,3.9,23.9,9,0.25,4324.714286,-403,37.26695159,0.866025404,34.19007063
2019-04-14 00:00:00,4179,6,2019,TRUE,31.5,0,18.4,307.6,1008.8,4.1,25.3,10,0.32,4357.285714,0,35.50112189,0.866025404,34.60698381
2019-04-15 00:00:00,4798,0,2019,FALSE,33,0,18,299.2,1006.7,3.9,24.9,10,0.35,4438.571429,619,32.22569915,0.866025404,36.60230916
2019-04-16 00:00:00,4515,1,2019,FALSE,26.2,1,27.7,153.6,1010.2,2.8,13.9,6,0.39,4474,-283,57.95263596,0.866025404,27.21463676
2019-04-17 00:00:00,3708,2,2019,FALSE,23.2,1,25.4,151.8,1011,2.7,16.5,8,0.42,4374.571429,-807,65.15543766,0.866025404,23.76700225
2019-04-18 00:00:00,3710,3,2019,FALSE,24.7,0,11.5,339.1,1012,3.7,23.6,9,0.46,4238.714286,2,56.93052061,0.866025404,26.02009948
2019-04-19 00:00:00,3707,4,2019,FALSE,26.2,0,14.4,255.6,1009.6,3.6,23.5,9,0.5,4113.714286,-3,50.12977591,0.866025404,27.89906119
2019-04-20 00:00:00,3728,5,2019,TRUE,27.7,0,9.4,260.7,1007,3.5,24.6,9,0.53,4049.285714,21,44.52628235,0.866025404,30.13843829
2019-04-21 00:00:00,3880,6,2019,TRUE,30.2,0,16.3,262.2,1005.2,3.4,25.1,9,0.56,4006.571429,152,37.52794751,0.866025404,33.08204475
2019-04-22 00:00:00,4588,0,2019,FALSE,32,0,16.4,268.8,1005.3,3.1,25.5,9,0.59,3976.571429,708,39.36819352,0.866025404,34.69746134
2019-04-23 00:00:00,4930,1,2019,FALSE,33.6,0,12.9,255.1,1006,3.5,26.6,10,0.62,4035.857143,342,37.52424697,0.866025404,36.21076054
2019-04-24 00:00:00,5263,2,2019,FALSE,36.6,0,18.3,141,1007,3.3,25.4,10,0.66,4258,333,36.4086526,0.866025404,38.7396115
2019-04-25 00:00:00,5552,3,2019,FALSE,37.4,0,16.6,80.5,1006.9,2.7,24.3,9,0.69,4521.142857,289,44.76259826,0.866025404,37.68436952
2019-04-26 00:00:00,5315,4,2019,FALSE,33.5,0,20.5,292.8,1006.7,3.1,26.5,10,0.72,4750.857143,-237,32.72685214,0.866025404,37.04151465
2019-04-27 00:00:00,4946,5,2019,TRUE,33.8,0,25.3,284.9,1005.9,3.6,27.6,10,0.75,4924.857143,-369,25.82009718,0.866025404,38.56269893
2019-04-28 00:00:00,5087,6,2019,TRUE,33,0,18.3,285.3,1004.8,3.1,28.1,10,0.78,5097.285714,141,22.71556569,0.866025404,38.11321181
2019-04-29 00:00:00,5386,0,2019,FALSE,33.4,0,15,279.8,1004.1,3.2,27.5,10,0.82,5211.285714,299,23.80069141,0.866025404,38.00005037
2019-04-30 00:00:00,5664,1,2019,FALSE,35,0,13.6,129.9,1001.2,3.1,26.5,10,0.85,5316.142857,278,25.19201538,0.866025404,39.1691201
2019-05-01 00:00:00,5472,2,2019,FALSE,34.3,0,11.2,53.3,1000.4,2.9,26.8,10,0.88,5346,-192,30.49984035,0.5,37.71968755
2019-05-02 00:00:00,5808,3,2019,FALSE,33.9,0,21,52.4,1002.5,2.9,23.6,9,0.91,5382.571429,336,37.20392959,0.5,36.04001147
2019-05-03 00:00:00,5377,4,2019,FALSE,31.5,1,47.7,76.8,1004.9,3.6,24.5,9,0.95,5391.428571,-431,43.5447281,0.5,33.55379339
2019-05-04 00:00:00,4836,5,2019,TRUE,31,0,21.6,288,1006.7,3.5,28.3,10,0.98,5375.714286,-541,32.02271176,0.5,34.78197347
2019-05-05 00:00:00,4994,6,2019,TRUE,31.2,0,18,268.9,1007,3.3,28.5,10,0,5362.428571,158,26.69493315,0.5,35.10095076
2019-05-06 00:00:00,5272,0,2019,FALSE,32.6,0,21,261.3,1004.3,3,28.6,10,0.05,5346.142857,278,27.19420121,0.5,36.67343867
2019-05-07 00:00:00,5511,1,2019,FALSE,33.3,0,21,258.6,1002.9,2.6,27.5,10,0.08,5324.285714,239,29.06791427,0.5,36.80012411
2019-05-08 00:00:00,5680,2,2019,FALSE,34.9,0,22.7,260.3,1003,2.8,27.9,10,0.12,5354,169,29.96801237,0.5,38.36745472
2019-05-09 00:00:00,5829,3,2019,FALSE,35.5,0,21.6,258.9,1002.2,2.9,28.2,10,0.16,5357,149,28.27247438,0.5,39.22616778
2019-05-10 00:00:00,5985,4,2019,FALSE,35.5,1,20.5,258.4,1003,3.1,26.9,9,0.19,5443.857143,156,31.43269053,0.5,38.6851969
2019-05-11 00:00:00,5522,5,2019,TRUE,34.3,0,15.6,281.5,1005.4,2.8,26.1,10,0.23,5541.857143,-463,38.97907077,0.5,36.29045436
2019-05-12 00:00:00,5450,6,2019,TRUE,34.1,0,19.7,275.1,1005.3,2.2,27,10,0.25,5607,-72,39.8941885,0.5,36.01359384
2019-05-13 00:00:00,5565,0,2019,FALSE,33.7,1,26.1,264.2,1003.8,2.2,26.1,9,0.3,5648.857143,115,44.67703351,0.5,34.84224038
2019-05-14 00:00:00,5242,1,2019,FALSE,31.3,0,14.2,292.5,1005,3.3,25.1,10,0.33,5610.428571,-323,50.79804664,0.5,32.56764857
2019-05-15 00:00:00,5172,2,2019,FALSE,31.2,1,17.7,44.1,1006.2,2.8,25.9,9,0.37,5537.857143,-70,57.31999966,0.5,31.59689499
2019-05-16 00:00:00,4971,3,2019,FALSE,31.9,0,33.2,287.5,1006.9,3.5,25.8,9,0.41,5415.285714,-201,52.18406567,0.5,33.21084808
2019-05-17 00:00:00,4933,4,2019,FALSE,29.9,1,16.6,300.1,1006.4,3,21.8,9,0.44,5265,-38,60.01779216,0.5,30.47480888
2019-05-18 00:00:00,4277,5,2019,TRUE,28.1,0,20.8,281.4,1006.9,3.2,23.9,8,0.48,5087.142857,-656,62.38670843,0.5,28.82059608
2019-05-19 00:00:00,4603,6,2019,TRUE,31.1,0,17.2,270.5,1006.9,3,26.8,10,0.5,4966.142857,326,40.76224066,0.5,34.08852697
2019-05-20 00:00:00,5237,0,2019,FALSE,32.8,0,18.5,270.8,1007.2,3.3,27,10,0.54,4919.285714,634,34.92552457,0.5,36.11326466
2019-05-21 00:00:00,5510,1,2019,FALSE,34.2,0,14.3,260.3,1005.7,3.2,26.1,10,0.58,4957.571429,273,33.68895041,0.5,37.35920033
2019-05-22 00:00:00,5575,2,2019,FALSE,34.1,0,14.1,247.2,1004.2,3.3,23,9,0.61,5015.142857,65,39.97626592,0.5,36.24775865
2019-05-23 00:00:00,5737,3,2019,FALSE,33.5,1,27.7,279.6,1003.2,2.8,23.7,8,0.64,5124.571429,162,45.34800998,0.5,35.3800043
2019-05-24 00:00:00,5094,4,2019,FALSE,31.1,0,24.1,339.9,1005.2,3.5,23.6,9,0.67,5147.571429,-643,58.80274758,0.5,31.86980075
2019-05-25 00:00:00,5107,5,2019,TRUE,32,0,23.9,290.4,1004.7,3.9,26,9,0.71,5266.142857,13,42.42806875,0.5,34.55790021
2019-05-26 00:00:00,5236,6,2019,TRUE,32.6,0,16.7,285.5,1003.1,3.9,28.5,10,0.75,5356.571429,129,31.75676954,0.5,36.31962292
2019-05-27 00:00:00,5599,0,2019,FALSE,34,0,19.9,286.9,1002.8,3.7,27.4,9,0.77,5408.285714,363,25.22718712,0.5,38.79266171
2019-05-28 00:00:00,5795,1,2019,FALSE,33.6,0,25,278.1,1002.5,3.9,28.9,10,0.8,5449,196,20.84825186,0.5,39.19774413
2019-05-29 00:00:00,6020,2,2019,FALSE,35.6,0,18.2,272.1,1000.8,4,27.3,9,0.83,5512.571429,225,24.7197947,0.5,40.23886356
2019-05-30 00:00:00,6240,3,2019,FALSE,36.8,0,16.8,272.7,999.4,3.5,28.2,10,0.87,5584.428571,220,23.14820158,0.5,41.67233898
2019-05-31 00:00:00,6461,4,2019,FALSE,36.9,0,14.8,269.8,999.6,3.4,28.2,10,0.9,5779.714286,221,23.73568836,0.5,41.44135118
2019-06-01 00:00:00,6462,5,2019,TRUE,40.3,0,14.8,62.7,999.7,3.6,27.1,10,0.93,5973.285714,1,32.92670727,1.22465E-16,41.56452299
2019-06-02 00:00:00,6560,6,2019,TRUE,42.6,0,20.5,88.4,999.7,3.2,26.3,9,0.96,6162.428571,98,44.11981396,1.22465E-16,41.21393882
2019-06-03 00:00:00,6612,0,2019,FALSE,40.4,0,20.5,106.8,1000.5,3,26.5,9,0,6307.142857,52,46.2224031,1.22465E-16,39.44381947
2019-06-04 00:00:00,6580,1,2019,FALSE,40,0,18.4,90.1,1000.9,3.2,26.2,9,0.03,6419.285714,-32,44.31389977,1.22465E-16,39.49504911
2019-06-05 00:00:00,6502,2,2019,FALSE,41,0,14.8,83.4,1000.4,3.5,25.4,9,0.07,6488.142857,-78,39.30798231,1.22465E-16,41.07183576
2019-06-06 00:00:00,6658,3,2019,FALSE,38.2,0,18.4,348.5,1000.7,3.6,25.4,9,0.1,6547.857143,156,32.55843481,1.22465E-16,40.99906921
2019-06-07 00:00:00,6475,4,2019,FALSE,37.3,0,16.6,78.7,1003.6,3.8,26.9,9,0.14,6549.857143,-183,45.01303182,1.22465E-16,37.56006675
2019-06-08 00:00:00,6387,5,2019,TRUE,39.9,0,14.4,293.5,1001.9,3.3,26.9,9,0.17,6539.142857,-88,35.15978248,1.22465E-16,41.04988369
2019-06-09 00:00:00,6442,6,2019,TRUE,38.2,0,18,6.2,999.3,3.2,28.1,10,0.21,6522.285714,55,29.73774546,1.22465E-16,41.60683716
2019-06-10 00:00:00,6686,0,2019,FALSE,39.3,0,15.4,286.9,996.7,3.5,27.3,10,0.25,6532.857143,244,22.68031209,1.22465E-16,43.69862923
2019-06-11 00:00:00,6792,1,2019,FALSE,38.8,0,24.6,279.8,996.7,2.6,25.2,10,0.28,6563.142857,106,24.11816856,1.22465E-16,43.80699889
2019-06-12 00:00:00,6904,2,2019,FALSE,38,0,19.2,95.9,999.2,2.7,23,9,0.32,6620.571429,112,37.52670658,1.22465E-16,39.65027741
2019-06-13 00:00:00,6804,3,2019,FALSE,39,0,16.6,230.4,999.8,3.4,25.5,9,0.35,6641.428571,-100,39.06432378,1.22465E-16,40.04612214
2019-06-14 00:00:00,6571,4,2019,FALSE,37.1,0,23.2,262.1,998.7,3.7,27.2,10,0.39,6655.142857,-233,27.26303791,1.22465E-16,41.31836033
2019-06-15 00:00:00,6560,5,2019,TRUE,37,0,22,264.6,998.1,3.4,26.1,9,0.43,6679.857143,-11,25.6347506,1.22465E-16,41.65478694
2019-06-16 00:00:00,6415,6,2019,TRUE,34.1,1,32.2,260.7,1000.6,3,23.4,9,0.46,6676,-145,52.1393893,1.22465E-16,34.64879249
2019-06-17 00:00:00,5920,0,2019,FALSE,32.1,1,26,256.9,1000.1,3.5,24,9,0.5,6566.571429,-495,51.86064335,1.22465E-16,33.16492461
2019-06-18 00:00:00,4991,1,2019,FALSE,28.6,1,23.3,311.1,1001.7,3.5,22.9,9,0.53,6309.285714,-929,59.53100352,1.22465E-16,29.82294636
2019-06-19 00:00:00,5266,2,2019,FALSE,33.2,0,14.8,113,1000.7,3.3,24.7,9,0.56,6075.285714,275,54.00154103,1.22465E-16,33.92787094
2019-06-20 00:00:00,5692,3,2019,FALSE,34.7,0,15.7,84.1,1001.7,3.8,25.9,9,0.59,5916.428571,426,50.42083351,1.22465E-16,35.30316893
2019-06-21 00:00:00,5950,4,2019,FALSE,38.8,0,14.1,288.6,1001.7,3.5,23.3,9,0.63,5827.714286,258,49.40508271,1.22465E-16,37.72016552
2019-06-22 00:00:00,6175,5,2019,TRUE,38.5,0,16.6,3.1,1000.9,3.8,25.3,9,0.66,5772.714286,225,43.37300259,1.22465E-16,38.80309444
2019-06-23 00:00:00,6131,6,2019,TRUE,40.8,0,18.4,93.4,1001.2,3.9,24.6,9,0.69,5732.142857,-44,51.99071709,1.22465E-16,38.49236905
2019-06-24 00:00:00,5957,0,2019,FALSE,37,0,17.7,78.1,1003.2,3.5,22.5,8,0.72,5737.428571,-174,66.40199177,1.22465E-16,33.97083309
2019-06-25 00:00:00,6443,1,2019,FALSE,39.9,0,13,79,1002.2,3.3,20.9,7,0.75,5944.857143,486,58.98771857,1.22465E-16,36.57970796
2019-06-26 00:00:00,6632,2,2019,FALSE,42,0,18.3,286.4,999.5,3.3,25.3,9,0.79,6140,189,47.4911346,1.22465E-16,39.99241089
2019-06-27 00:00:00,6540,3,2019,FALSE,39.1,0,15.4,280.5,997.6,3.1,24.8,9,0.82,6261.142857,-92,45.27842209,1.22465E-16,38.75618732
2019-06-28 00:00:00,6622,4,2019,FALSE,38.5,0,19,272.7,996.6,3.4,25.2,9,0.85,6357.142857,82,42.10924706,1.22465E-16,39.14026265
2019-06-29 00:00:00,6769,5,2019,TRUE,40.7,0,22,267.5,995.7,3.3,24.6,9,0.89,6442,147,35.73653148,1.22465E-16,42.03628969
2019-06-30 00:00:00,6683,6,2019,TRUE,41.6,0,21,295,996,3.2,24.5,9,0.92,6520.857143,-86,37.80892999,1.22465E-16,42.12091261
2019-07-01 00:00:00,7241,0,2019,FALSE,40.7,0,14.8,279.4,997.4,3.3,24.4,9,0.95,6704.285714,558,41.86135584,-0.5,40.20963311
2019-07-02 00:00:00,7409,1,2019,FALSE,41.7,0,14.8,12.9,998.5,2.8,23.7,9,0.98,6842.285714,168,48.23118278,-0.5,39.22425865
2019-07-03 00:00:00,7085,2,2019,FALSE,41.6,0,20.5,96.2,999.2,3.4,21.7,8,0,6907,-324,53.28355953,-0.5,38.6851969
2019-07-04 00:00:00,6885,3,2019,FALSE,38.4,1,18.4,134,998.2,2.9,18.4,7,0.05,6956.285714,-200,67.72419263,-0.5,34.73231882
2019-07-05 00:00:00,6132,4,2019,FALSE,36.5,1,24.1,133.7,996.5,2.3,17.4,7,0.09,6886.285714,-753,78.23460259,-0.5,32.38229255
2019-07-06 00:00:00,6009,5,2019,TRUE,38.8,0,11.3,109.8,995.1,2.8,20.9,8,0.12,6777.714286,-123,67.36070171,-0.5,34.8301165
2019-07-07 00:00:00,6266,6,2019,TRUE,39.1,0,18.4,248.8,995.9,3.1,23.8,9,0.16,6718.142857,257,67.74363856,-0.5,34.85765382
2019-07-08 00:00:00,6375,0,2019,FALSE,40.7,1,14.8,175.2,996.1,2.9,20.8,8,0.19,6594.428571,109,65.93406375,-0.5,35.89861985
2019-07-09 00:00:00,6180,1,2019,FALSE,38.3,1,15.1,196.6,996,2.8,17.8,7,0.25,6418.857143,-195,70.09349621,-0.5,34.05599612
2019-07-10 00:00:00,6616,2,2019,FALSE,41.4,0,17.3,231.6,995,2.7,19.5,7,0.26,6351.857143,436,61.57618855,-0.5,37.083148
2019-07-11 00:00:00,6851,3,2019,FALSE,42.3,0,22.7,245.5,995.4,2.7,20.2,8,0.3,6347,235,52.72068538,-0.5,39.13242018
2019-07-12 00:00:00,6789,4,2019,FALSE,41.9,0,19.9,243.6,997.8,2.6,22.2,8,0.34,6440.857143,-62,54.55410611,-0.5,38.54039716
2019-07-13 00:00:00,6657,5,2019,TRUE,41.6,0,23.3,251.5,998.4,2.9,22.6,8,0.37,6533.428571,-132,50.87551178,-0.5,39.27774649
2019-07-14 00:00:00,6494,6,2019,TRUE,40.8,0,18.4,254.3,997.4,2.8,18.7,8,0.41,6566,-163,55.70936633,-0.5,37.615024
2019-07-15 00:00:00,5974,0,2019,FALSE,32.6,1,29.4,69.2,997.4,2.8,18.2,8,0.44,6508.714286,-520,76.22817934,-0.5,30.97345359
2019-07-16 00:00:00,5036,1,2019,FALSE,33.3,1,14.8,70.7,1000.7,3.3,8.1,4,0.48,6345.285714,-938,77.62630156,-0.5,31.09491937
2019-07-17 00:00:00,4868,2,2019,FALSE,30.2,1,14.8,334.7,1001.8,2.9,9.8,5,0.5,6095.571429,-168,83.73234962,-0.5,29.49368587
2019-07-18 00:00:00,4701,3,2019,FALSE,29.3,1,11.2,205.9,1001.8,2.8,15,7,0.54,5788.428571,-167,85.69895679,-0.5,28.80191978
2019-07-19 00:00:00,5727,4,2019,FALSE,36.9,0,9.6,82.3,1001.5,3.2,21.3,9,0.58,5636.714286,1026,69.22506422,-0.5,33.70980129
2019-07-20 00:00:00,5509,5,2019,TRUE,36.9,1,26,84.3,1002.4,2.8,20.3,8,0.61,5472.714286,-218,78.74189216,-0.5,32.77813807
2019-07-21 00:00:00,5233,6,2019,TRUE,36,1,14.8,101.6,1001.9,2.8,16.6,8,0.64,5292.571429,-276,81.06459831,-0.5,32.32663744
2019-07-22 00:00:00,5827,0,2019,FALSE,39.5,1,19.1,71,1000.7,2.6,19.4,7,0.68,5271.571429,594,80.70185527,-0.5,33.4866319
2019-07-23 00:00:00,6486,1,2019,FALSE,43.8,0,16.7,86.1,999.3,2.9,18.8,8,0.71,5478.714286,659,69.2452477,-0.5,36.6927105
